"Let’s talk!

Conversations are needed. Ai generated imagery is only going to get better and more convincing. What implications do you think this will have on the commercial side of photography? Would you like to stop the development with effective regulations? If yes, then what and how?

Do you think creatives should learn these tools or is it a fool’s errand to partake? 

Are there creative upsides to tools like Midjourney? What do you think? Let’s have a conversation.","• Let’s talk!  Conversations are needed. Ai generated imagery is only going to get better and more convincing. What implications do you think this will have on the commercial side of photography? Would you like to stop the development with effective regulations? If yes, then what and how?  Do you think creatives should learn these tools or is it a fool’s errand to partake?   Are there creative upsides to tools like Midjourney? What do you think? Let’s have a conversation."
"Bloom 🌸 

Learn how to explore ideas in Midjourney with my guide. Available in link in bio.",• Bloom 🌸   Learn how to explore ideas in Midjourney with my guide. Available in link in bio.
"Spring has sprung. These images are made with Midjourney.

My Midjourney guide is available now through the link in my bio with all my methods and ease-to-follow steps.",• Spring has sprung. These images are made with Midjourney.  My Midjourney guide is available now through the link in my bio with all my methods and ease-to-follow steps.
"Sculptura Psilocybe.

#midjourneyarchitecture #midjourney #midjourneyart #midjourneysculpture #aiart #midjourneygallery",• Sculptura Psilocybe.  #midjourneyarchitecture #midjourney #midjourneyart #midjourneysculpture #aiart #midjourneygallery
"Parisian fairies 🧚🏼‍♀️

Edit: looks like instagram glitched and replaced half of the shots with duplicates. 🤷🏻‍♂️",• Parisian fairies 🧚🏼‍♀️  Edit: looks like instagram glitched and replaced half of the shots with duplicates. 🤷🏻‍♂️
"Pulp Architecture 🍑

#midjourneyarchitecture #midjourney #midjourneyart #midjourneysculpture #aiart #midjourneygallery",• Pulp Architecture 🍑  #midjourneyarchitecture #midjourney #midjourneyart #midjourneysculpture #aiart #midjourneygallery
"Mashing ideas and opposing concepts together in Midjourney can lead to some unexpected results. In this instance I was exploring the idea of a 70s artistic  jungle shoot with a splash of Yves Klein (because I’m obsessed with blue). 🌿💙

Learn more about how you can create wonderful imagery in my Midjourney guide. Link in bio ✨",• Mashing ideas and opposing concepts together in Midjourney can lead to some unexpected results. In this instance I was exploring the idea of a 70s artistic  jungle shoot with a splash of Yves Klein (because I’m obsessed with blue). 🌿💙  Learn more about how you can create wonderful imagery in my Midjourney guide. Link in bio ✨
"Facades and entrances reimagined 🌌

#midjourneyarchitecture #midjourneyart #midjourneyai #aiart #aiartwork #midjourney #midjourneygallery #architecture #organicarchitecture #cityplanning #cityscapes #paris",• Facades and entrances reimagined 🌌  #midjourneyarchitecture #midjourneyart #midjourneyai #aiart #aiartwork #midjourney #midjourneygallery #architecture #organicarchitecture #cityplanning #cityscapes #paris
"Rainbow Mood ✨🌞

Are you a fashion model and would like to be featured in one of my series? Reach out in DMs for details! 💌

#midjourney #midjourneyart #midjourneyfashion #midjourneyarchitecture #midjourneyartwork #midjourneygallery",• Rainbow Mood ✨🌞  Are you a fashion model and would like to be featured in one of my series? Reach out in DMs for details! 💌  #midjourney #midjourneyart #midjourneyfashion #midjourneyarchitecture #midjourneyartwork #midjourneygallery
"Seeds of life. An imagined art installation exploring light and origins of life in large scale 🌕

#midjourney #midjourneyart #midjourneyartwork #midjourneyarchitecture #midjourneygallery #artinstallation #installation #artofinstagram",• Seeds of life. An imagined art installation exploring light and origins of life in large scale 🌕  #midjourney #midjourneyart #midjourneyartwork #midjourneyarchitecture #midjourneygallery #artinstallation #installation #artofinstagram
"One thing I find interesting in Midjourney is how referencing a specific time period always slightly changes the output. In these frames I use the exact same prompt, only changing the decade the image is shot in. 

How accurate do you think it is? Did it nail or fail any of them?

Learn all my Midjourney methods and techniques in my guide, link in bio!

#midjourneyart #midjourney #midjourneyfashion #midjourneyai #midjourneygallery #midjourneyportraits","• One thing I find interesting in Midjourney is how referencing a specific time period always slightly changes the output. In these frames I use the exact same prompt, only changing the decade the image is shot in.   How accurate do you think it is? Did it nail or fail any of them?  Learn all my Midjourney methods and techniques in my guide, link in bio!  #midjourneyart #midjourney #midjourneyfashion #midjourneyai #midjourneygallery #midjourneyportraits"
"Sculptura Psilocybe. An imagined art installation exploring organic shapes in large scale. 🍄

#midjourney #midjourneyart #midjourneyartwork #midjourneyarchitecture #midjourneygallery #artinstallation #installationart #exprienceart #artofinstagram",• Sculptura Psilocybe. An imagined art installation exploring organic shapes in large scale. 🍄  #midjourney #midjourneyart #midjourneyartwork #midjourneyarchitecture #midjourneygallery #artinstallation #installationart #exprienceart #artofinstagram
"In the eye of the crystal 👁️

Learn all my Midjourney methods and techniques in my guide, link in bio!

#midjourney #midjourneyart #midjourneyfashion #midjourneyarchitecture #midjourneyartwork #midjourneygallery","• In the eye of the crystal 👁️  Learn all my Midjourney methods and techniques in my guide, link in bio!  #midjourney #midjourneyart #midjourneyfashion #midjourneyarchitecture #midjourneyartwork #midjourneygallery"
"In the eye of the crystal 👁️ Exploring the cave.

Available as prints! Link in bio 🌄

#midjourney #midjourneyart #midjourneyfashion #midjourneyarchitecture #midjourneyartwork #midjourneygallery",• In the eye of the crystal 👁️ Exploring the cave.  Available as prints! Link in bio 🌄  #midjourney #midjourneyart #midjourneyfashion #midjourneyarchitecture #midjourneyartwork #midjourneygallery
"Flöge’s Temple. 🌿

Learn all my Midjourney methods and techniques in my guide, link in bio!

#midjourney #midjourneyart #midjourneyfashion #midjourneyarchitecture #midjourneyartwork #midjourneygallery","• Flöge’s Temple. 🌿  Learn all my Midjourney methods and techniques in my guide, link in bio!  #midjourney #midjourneyart #midjourneyfashion #midjourneyarchitecture #midjourneyartwork #midjourneygallery"
"Can Ai tools teach us a thing or two about ourselves? Tools like midjourney are trained on our data, meaning human culture is at its core, so what it generates is truly a reflection of the ‘us’ it has been fed. 

In this instance, what does something holy or spiritual look like? These aren’t ‘real’ symbols, but are they symbols nonetheless if they are received as such? 

#midjourneyart #midjourneyai #midjourneyarchitecture #midjourneyartwork #midjourneygallery #midjourneyartist #spirituality #spiritual #technology","• Can Ai tools teach us a thing or two about ourselves? Tools like midjourney are trained on our data, meaning human culture is at its core, so what it generates is truly a reflection of the ‘us’ it has been fed.   In this instance, what does something holy or spiritual look like? These aren’t ‘real’ symbols, but are they symbols nonetheless if they are received as such?   #midjourneyart #midjourneyai #midjourneyarchitecture #midjourneyartwork #midjourneygallery #midjourneyartist #spirituality #spiritual #technology"
"Graces O with wrists like the wild rose,
Chaste and holy daughters, come,
Come among us, daughters of God.

🌞🌿

#spirituality #midjourneyart #midjourneygallery #midjourneyaiart #ai #aiart #goddess #midjourneyportraits #midjourneyartist #promptart #promptography","• Graces O with wrists like the wild rose, Chaste and holy daughters, come, Come among us, daughters of God.  🌞🌿  #spirituality #midjourneyart #midjourneygallery #midjourneyaiart #ai #aiart #goddess #midjourneyportraits #midjourneyartist #promptart #promptography"
"🌞 Good Morning World 🌞 

A perfect musical backdrop as you start your day, or for active listening when you need a break.

Listen through the link in bio ✨

Carefully curated by
@andreas.ihlebaek & @mariustroy","• 🌞 Good Morning World 🌞   A perfect musical backdrop as you start your day, or for active listening when you need a break.  Listen through the link in bio ✨  Carefully curated by @andreas.ihlebaek & @mariustroy"
"Azur, a child of our @morgenlandia project is finally out today 🌊 

I feel so much love & gratitude for having such amazingly talented brothers in @Andreas.ihlebaek and @larsibherlofsen 🌞❤️ 

Azur by @morgenlandia available to stream at all platforms now.","• Azur, a child of our @morgenlandia project is finally out today 🌊   I feel so much love & gratitude for having such amazingly talented brothers in @Andreas.ihlebaek and @larsibherlofsen 🌞❤️   Azur by @morgenlandia available to stream at all platforms now."
"Change alone is unchanging.

Version 5.2 of Midjourney has been released, and with it comes a few new features to get excited about, most notably a zoom out function that I’ve used I order to create this video. I’ll be updating and expanding my guide to midjourney with an in depth look at the new features this week, along with a few other enhancements and new thoughts. If you’ve already purchased my guide I will send you the updated guide for free when it is ready!","• Change alone is unchanging.  Version 5.2 of Midjourney has been released, and with it comes a few new features to get excited about, most notably a zoom out function that I’ve used I order to create this video. I’ll be updating and expanding my guide to midjourney with an in depth look at the new features this week, along with a few other enhancements and new thoughts. If you’ve already purchased my guide I will send you the updated guide for free when it is ready!"
"The garden of Persephone ✨

#psychedelicart #midjourneyai #midjourneyart #midjourneyartwork #midjourney #aiart #aivideos #spirituality #spiritualawakening #mythology #greekmythology",• The garden of Persephone ✨  #psychedelicart #midjourneyai #midjourneyart #midjourneyartwork #midjourney #aiart #aivideos #spirituality #spiritualawakening #mythology #greekmythology
"A bit of a break in the regularly scheduled programming here.. 

Wars, natural disasters, pandemics, artificial intelligence, cyber wars, and now UFOs.. the list of potential dangers to humanity seems endless and forever growing. Media has made us obsessed and hooked on bad news and fear, and what does that do to our human experience of life? What are the effects of washing away hope? Especially in times of change.

I’m not raising a flag for ignorance, just questioning what we’re choosing to focus on and what it will lead to. Who’s looking for the opportunities and solutions? It is possible to have two thoughts in your mind at the same time. 

Ai technology is fast evolving. How may we use this technology to help humanity and the planet? The potential is limitless in both risks and benefits, so let’s not forget how important it is for us to accept change and use it to our advantage.","• A bit of a break in the regularly scheduled programming here..   Wars, natural disasters, pandemics, artificial intelligence, cyber wars, and now UFOs.. the list of potential dangers to humanity seems endless and forever growing. Media has made us obsessed and hooked on bad news and fear, and what does that do to our human experience of life? What are the effects of washing away hope? Especially in times of change.  I’m not raising a flag for ignorance, just questioning what we’re choosing to focus on and what it will lead to. Who’s looking for the opportunities and solutions? It is possible to have two thoughts in your mind at the same time.   Ai technology is fast evolving. How may we use this technology to help humanity and the planet? The potential is limitless in both risks and benefits, so let’s not forget how important it is for us to accept change and use it to our advantage."
"Our imagined futures matter. 

It is widely accepted that imagined futures become socially performative. Clearly, we need to challenge the prevalent doom & gloom narratives and imagine ‘desirable futures’ people can act towards. 

My desired future might differ from yours, so what are some ideas or wishes for a desired future we can all agree on? 

#futurism #future #architecture #ai #prophecy #humanism #naturelovers #naturearchitecture #midjourneyarchitecture #midjourneyart #midjourneyart","• Our imagined futures matter.   It is widely accepted that imagined futures become socially performative. Clearly, we need to challenge the prevalent doom & gloom narratives and imagine ‘desirable futures’ people can act towards.   My desired future might differ from yours, so what are some ideas or wishes for a desired future we can all agree on?   #futurism #future #architecture #ai #prophecy #humanism #naturelovers #naturearchitecture #midjourneyarchitecture #midjourneyart #midjourneyart"
"Reading a good book, drawing, meditating, doing a breathing exercise are all good espaces that can help reset and expand your mind.

What are some espaces that provide meaning and new perspectives to you?

#flow #meditation #flowzone #doorsofperception #aldoushuxley #reading #meaning #meaningful #psychedelic #alteredstates","• Reading a good book, drawing, meditating, doing a breathing exercise are all good espaces that can help reset and expand your mind.  What are some espaces that provide meaning and new perspectives to you?  #flow #meditation #flowzone #doorsofperception #aldoushuxley #reading #meaning #meaningful #psychedelic #alteredstates"
"In Within ✨

I’ve pushed out an update of my Midjourney guide today, covering relevant new features. If you’ve already purchased the guide, a free download link should be in your inbox. If you haven’t purchased it, now’s the time 🌞😌 Link in bio.

#midjourneyart #midjourney #midjourneyartwork #aiart #midjourneyfashion #psychedelicart #psychedelic","• In Within ✨  I’ve pushed out an update of my Midjourney guide today, covering relevant new features. If you’ve already purchased the guide, a free download link should be in your inbox. If you haven’t purchased it, now’s the time 🌞😌 Link in bio.  #midjourneyart #midjourney #midjourneyartwork #aiart #midjourneyfashion #psychedelicart #psychedelic"
"Portals of Dystropica.

Imaginary sculpture park with portals of warm light in the green tropics 🌿

#midjourneyart #midjourney #midjourneyai #midjourneyartwork #midjourneyarchitecture #midjourneyaiart #aiart #ai #aiarchitecture #scuplture #art #artinstallation",• Portals of Dystropica.  Imaginary sculpture park with portals of warm light in the green tropics 🌿  #midjourneyart #midjourney #midjourneyai #midjourneyartwork #midjourneyarchitecture #midjourneyaiart #aiart #ai #aiarchitecture #scuplture #art #artinstallation
"Guardians of Rubrum.

♦️

#midjourneyart #midjourney #midjourneyai #midjourneyartwork #midjourneyarchitecture #midjourneyaiart #aiart #ai #aiarchitecture #scuplture #art #artinstallation",• Guardians of Rubrum.  ♦️  #midjourneyart #midjourney #midjourneyai #midjourneyartwork #midjourneyarchitecture #midjourneyaiart #aiart #ai #aiarchitecture #scuplture #art #artinstallation
"What is the future of residential architecture?

A post-labor world could see people leave big cities to form tight-knit communities closer to nature, and perhaps ideally, immersed in nature. What would your ideal future  of housing look like? And what amenities would be central to facilitate a balanced way of living?

#futurism #future #architecture #ai #prophecy #humanism #naturelovers #naturearchitecture #midjourneyarchitecture #midjourneyart #midjourneyart #residential #villagelife","• What is the future of residential architecture?  A post-labor world could see people leave big cities to form tight-knit communities closer to nature, and perhaps ideally, immersed in nature. What would your ideal future  of housing look like? And what amenities would be central to facilitate a balanced way of living?  #futurism #future #architecture #ai #prophecy #humanism #naturelovers #naturearchitecture #midjourneyarchitecture #midjourneyart #midjourneyart #residential #villagelife"
"La vie en Provence.

Still not convinced AI will be instrumental in image creation in the near future?

My Midjourney guide is coming out on Tuesday. Really looking forward to sharing my process and knowledge so that more people get access to the capabilities of this new tool.",• La vie en Provence.  Still not convinced AI will be instrumental in image creation in the near future?  My Midjourney guide is coming out on Tuesday. Really looking forward to sharing my process and knowledge so that more people get access to the capabilities of this new tool.
"Yess! Finally! Premium prints of my work have arrived🌞 I’ve worked hard to make high quality prints available for anyone to put on their wall. They are available in four sizes, from small to large, and in between. If you want a larger size that’s no problem at all, just reach out to me and we’ll make it work 🖼️

Link in bio ❤️

With love.

#prints #printshop #art #artgallery #artsalesonline #wallart #walldecor #premiumprint","• Yess! Finally! Premium prints of my work have arrived🌞 I’ve worked hard to make high quality prints available for anyone to put on their wall. They are available in four sizes, from small to large, and in between. If you want a larger size that’s no problem at all, just reach out to me and we’ll make it work 🖼️  Link in bio ❤️  With love.  #prints #printshop #art #artgallery #artsalesonline #wallart #walldecor #premiumprint"
"softly, softly as the petals fall,
(like dreams that flutter, shyly, from the soul)
life’s ephemeral ballet does enthrall,
and in this dance, we find ourselves made whole.

#midjourneyart #midjourney #midjourneyartwork #aiart #aiassistedart","• softly, softly as the petals fall, (like dreams that flutter, shyly, from the soul) life’s ephemeral ballet does enthrall, and in this dance, we find ourselves made whole.  #midjourneyart #midjourney #midjourneyartwork #aiart #aiassistedart"
"Familiar unknown. 

Experiments with imaginary sculptures exploring (un)familiar forms.

#artgallery #aiassistedart #midjourneyart #midjourney #midjourneyai #midjourneyartwork #midjourneyarchitecture #midjourneyaiart #aiart #ai #aiarchitecture #scuplture #art #artinstallation",• Familiar unknown.   Experiments with imaginary sculptures exploring (un)familiar forms.  #artgallery #aiassistedart #midjourneyart #midjourney #midjourneyai #midjourneyartwork #midjourneyarchitecture #midjourneyaiart #aiart #ai #aiarchitecture #scuplture #art #artinstallation
"The exploration deepens with the second part of my series on Imaginary Flowers.🌸

Prints will soon be available for these and more of my recent work!

#flowers #nature #midjourneyart #midjourneyartwork #midjourneylandscape #midjourney #aiart #aiassistedart #aiartwork #ai #prints",• The exploration deepens with the second part of my series on Imaginary Flowers.🌸  Prints will soon be available for these and more of my recent work!  #flowers #nature #midjourneyart #midjourneyartwork #midjourneylandscape #midjourney #aiart #aiassistedart #aiartwork #ai #prints
"Les Fleurs du Soir.

An imaginary photo series merging the beauty of nature and its features and elements with fashion and the feminine. 

#flowers #fashionshoot #fashion #midjourneyart #midjourneyartwork #midjourneyfashion #midjourneyportraits #aiart #aifashion #aiartwork #aiassistedart #ai #aiartist #lanscape",• Les Fleurs du Soir.  An imaginary photo series merging the beauty of nature and its features and elements with fashion and the feminine.   #flowers #fashionshoot #fashion #midjourneyart #midjourneyartwork #midjourneyfashion #midjourneyportraits #aiart #aifashion #aiartwork #aiassistedart #ai #aiartist #lanscape
"We don’t need to reimagine flowers. Flowers are already a thing of sorcery.

However, I took the time to do it nonetheless. 🌸 To be continued.

#flowers #nature #midjourneyart #midjourneyartwork #midjourneylandscape #midjourney #aiart #aiassistedart #aiartwork #ai","• We don’t need to reimagine flowers. Flowers are already a thing of sorcery.  However, I took the time to do it nonetheless. 🌸 To be continued.  #flowers #nature #midjourneyart #midjourneyartwork #midjourneylandscape #midjourney #aiart #aiassistedart #aiartwork #ai"
"Mountain of Multiverse.

An imagined art installation in the mountains with glass spheres representing the multiverse. Who knows how the different universes are laid out and in which space the exist? Notice the tension between the fragile and soft glass of the spheres and the rugged and harsh environment in which they sit. 

#sculptures #aiassistedart #midjourneyart #midjourney #midjourneyai #midjourneyartwork #midjourneyarchitecture #midjourneyaiart #aiart #ai #aiarchitecture #conceptual #conceptart #conceptualart #immersiveart #art #artinstallation",• Mountain of Multiverse.  An imagined art installation in the mountains with glass spheres representing the multiverse. Who knows how the different universes are laid out and in which space the exist? Notice the tension between the fragile and soft glass of the spheres and the rugged and harsh environment in which they sit.   #sculptures #aiassistedart #midjourneyart #midjourney #midjourneyai #midjourneyartwork #midjourneyarchitecture #midjourneyaiart #aiart #ai #aiarchitecture #conceptual #conceptart #conceptualart #immersiveart #art #artinstallation
"Copy my prompts with the Book of Formulas 🪄 

The exact prompts to these images and much more is available through the link in my bio.

Big thanks to all of you to got it already, I hope you’re enjoying it! ✨🙏🏼 Be sure to send your requests in for the next free update of the book!📕 

#aiassistedart #aifashion #aiart #aicommunity #aiarchitecture #midjourneyinteriors #midjourneyarchitecture #midjourneyart #midjourneyartwork","• Copy my prompts with the Book of Formulas 🪄   The exact prompts to these images and much more is available through the link in my bio.  Big thanks to all of you to got it already, I hope you’re enjoying it! ✨🙏🏼 Be sure to send your requests in for the next free update of the book!📕   #aiassistedart #aifashion #aiart #aicommunity #aiarchitecture #midjourneyinteriors #midjourneyarchitecture #midjourneyart #midjourneyartwork"
"It’s here. Finally. My Midjourney guide for creatives of all disciplines!

All of my accumulated knowledge made into easy-to-follow instructions and practical tips so that you can start creating amazing concepts with Midjourney today.

This guide is a continuation of the popular Imagine: Fashion Photography in Midjourney, and while this guide provides a wider range of use cases for Midjourney's capabilities, it is still based on the same methods. If you've already purchased my previous guide, eligible for a discount on this guide. Check your email for your discount code or reach out to me directly.

#midjourney #midjourneyart #midjourneyarchitecture #aiassistedart #aiart #aicommunity","• It’s here. Finally. My Midjourney guide for creatives of all disciplines!  All of my accumulated knowledge made into easy-to-follow instructions and practical tips so that you can start creating amazing concepts with Midjourney today.  This guide is a continuation of the popular Imagine: Fashion Photography in Midjourney, and while this guide provides a wider range of use cases for Midjourney's capabilities, it is still based on the same methods. If you've already purchased my previous guide, eligible for a discount on this guide. Check your email for your discount code or reach out to me directly.  #midjourney #midjourneyart #midjourneyarchitecture #aiassistedart #aiart #aicommunity"
"I have finally answered you requests! Introducing my very own Book of Formulas ✨📙 21 (and growing) stunning concepts in architecture, interiors, automobile design, sculptures, costumes, fashion and more, and their accompanying prompts.

This is a living document, so get it today and get free updates for six months from the day you purchase. I will frequently add content people find valuable, so be sure to give me feedback so that I can optimize to your liking.

Link in bio!

#midjourney #midjourneyart #midjourneyarchitecture #midjourneyguide #aiart #aiassistedart #prompt","• I have finally answered you requests! Introducing my very own Book of Formulas ✨📙 21 (and growing) stunning concepts in architecture, interiors, automobile design, sculptures, costumes, fashion and more, and their accompanying prompts.  This is a living document, so get it today and get free updates for six months from the day you purchase. I will frequently add content people find valuable, so be sure to give me feedback so that I can optimize to your liking.  Link in bio!  #midjourney #midjourneyart #midjourneyarchitecture #midjourneyguide #aiart #aiassistedart #prompt"
"We’re not leaving Tokyo yet. 🇯🇵

While producing images for The Tokyo Rising Suns Project I got deep into the aesthetic and feeling of the city. Tokyo is a city I love visiting and a place I often romanticize, so being able to create images that capture that emotion is quite thrilling. Obviously, nothing will replace being immersed in the city and capturing moments for real, but I am still amazed by how midjourney can be utilized to convey feelings, aesthetics and tell stories. I see a real use for midjourney as a tool for storyboarding.

#tokyo #aiassistedart #midjourneyart #midjourney #midjourneyarchitecture #midjourneygallery #aiart #storytelling #neon #neonlights","• We’re not leaving Tokyo yet. 🇯🇵  While producing images for The Tokyo Rising Suns Project I got deep into the aesthetic and feeling of the city. Tokyo is a city I love visiting and a place I often romanticize, so being able to create images that capture that emotion is quite thrilling. Obviously, nothing will replace being immersed in the city and capturing moments for real, but I am still amazed by how midjourney can be utilized to convey feelings, aesthetics and tell stories. I see a real use for midjourney as a tool for storyboarding.  #tokyo #aiassistedart #midjourneyart #midjourney #midjourneyarchitecture #midjourneygallery #aiart #storytelling #neon #neonlights"
"The Tokyo Rising Suns Project 🔴

Imagined art installations in Tokyo with large scale red illuminated suns placed at different locations around the city. 

#tokyoart #tokyo #aiassistedart #midjourneyart #artinstallation #experience #experienceart #immersiveart #midjourneyarchitecture #midjourneyartwork",• The Tokyo Rising Suns Project 🔴  Imagined art installations in Tokyo with large scale red illuminated suns placed at different locations around the city.   #tokyoart #tokyo #aiassistedart #midjourneyart #artinstallation #experience #experienceart #immersiveart #midjourneyarchitecture #midjourneyartwork
"Swarms of butterflies take to the streets of Paris 🦋

Sommerfugl by @andreas.ihlebaek & I out where you listen to music now.

#aiassistedart #paris #butterfly #butterflies #artinparis #midjourneyart #midjourneyai #midjourneyartwork #newmusic #ambientmusic",• Swarms of butterflies take to the streets of Paris 🦋  Sommerfugl by @andreas.ihlebaek & I out where you listen to music now.  #aiassistedart #paris #butterfly #butterflies #artinparis #midjourneyart #midjourneyai #midjourneyartwork #newmusic #ambientmusic
"Sommerfugl: An ode to a Butterfly.

While philosophising over the mysteries of the butterfly, classical musician @andreas.ihlebaek and I decided to compose a piece of music encapsulating the journey of a butterfly; fleeting & fragile, delicate & mysterious.  Sommerfugl is the Norwegian word for Butterfly. The song is available where you listen to music now. 

#newmusic #ambient #ambientmusic #electronic #butterfly #butterflies #classicalmusic #nature","• Sommerfugl: An ode to a Butterfly.  While philosophising over the mysteries of the butterfly, classical musician @andreas.ihlebaek and I decided to compose a piece of music encapsulating the journey of a butterfly; fleeting & fragile, delicate & mysterious.  Sommerfugl is the Norwegian word for Butterfly. The song is available where you listen to music now.   #newmusic #ambient #ambientmusic #electronic #butterfly #butterflies #classicalmusic #nature"
"Nights of Fantasia.

Photo series on location in an imagined sculpture park with sculptures as fruits of their natural environment. 🏜️

#sculptures #aiassistedart #midjourneyart #midjourney #midjourneyai #midjourneyartwork #midjourneyarchitecture #midjourneyaiart #aiart #ai #aiarchitecture #conceptual #conceptart #conceptualart #immersiveart #art #artinstallation",• Nights of Fantasia.  Photo series on location in an imagined sculpture park with sculptures as fruits of their natural environment. 🏜️  #sculptures #aiassistedart #midjourneyart #midjourney #midjourneyai #midjourneyartwork #midjourneyarchitecture #midjourneyaiart #aiart #ai #aiarchitecture #conceptual #conceptart #conceptualart #immersiveart #art #artinstallation
"Fruits of Fantasia.

Imaginary sculpture park with sculptures as the fruits of the desert as if they grew out of the ground in their natural environment. 🌵🏜️

#sculptures #aiassistedart #midjourneyart #midjourney #midjourneyai #midjourneyartwork #midjourneyarchitecture #midjourneyaiart #aiart #ai #aiarchitecture #conceptual #conceptart #conceptualart #immersiveart #art #artinstallation",• Fruits of Fantasia.  Imaginary sculpture park with sculptures as the fruits of the desert as if they grew out of the ground in their natural environment. 🌵🏜️  #sculptures #aiassistedart #midjourneyart #midjourney #midjourneyai #midjourneyartwork #midjourneyarchitecture #midjourneyaiart #aiart #ai #aiarchitecture #conceptual #conceptart #conceptualart #immersiveart #art #artinstallation
"Embers of Eternity.

An imaginary sculpture park within a cave, exploring tensions and contrasts between the cold and rocky surfaces of the cave and the warm, translucent glass structures which casts a glowing light onto its surroundings.

#artinstallation #sculpture #immersiveart #immersive #midjourneyart #aiart #midjourneyartwork #midjourneyarchitecture #midjourney #aiartwork","• Embers of Eternity.  An imaginary sculpture park within a cave, exploring tensions and contrasts between the cold and rocky surfaces of the cave and the warm, translucent glass structures which casts a glowing light onto its surroundings.  #artinstallation #sculpture #immersiveart #immersive #midjourneyart #aiart #midjourneyartwork #midjourneyarchitecture #midjourney #aiartwork"
